last_name,postnom,first_name,date_of_birth,gender,registration_number,classroom,email,notes
Mbuyi,Kitenge,Michel,2017-10-06,M,MAL-IMPORT-2026-0789,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mutombo,Kalonji,Judith,2018-11-07,F,MAL-IMPORT-2026-0790,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Banza,Mukendi,Albert,2019-12-08,M,MAL-IMPORT-2026-0791,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kakudji,Kabongo,Chantal,2008-01-09,F,MAL-IMPORT-2026-0792,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Ndaya,Kakudji,Jean,2009-02-10,M,MAL-IMPORT-2026-0793,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kabila,Ndaya,Gloria,2010-03-11,F,MAL-IMPORT-2026-0794,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mwamba,Kalala,Daniel,2011-04-12,M,MAL-IMPORT-2026-0795,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mbala,Kakudji,Clarisse,2012-05-13,F,MAL-IMPORT-2026-0796,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Lukusa,Kanku,Jonathan,2013-06-14,M,MAL-IMPORT-2026-0797,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Luboya,Ndaya,Chantal,2014-07-15,F,MAL-IMPORT-2026-0798,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Ilunga,Nkongolo,Fabrice,2015-08-16,M,MAL-IMPORT-2026-0799,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Luboya,Mbayo,Christelle,2016-09-17,F,MAL-IMPORT-2026-0800,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kitenge,Mbuyi,Jacques,2017-10-18,M,MAL-IMPORT-2026-0801,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Lukusa,Kitenge,Grace,2018-11-19,F,MAL-IMPORT-2026-0802,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kanku,Ilunga,Emmanuel,2019-12-20,M,MAL-IMPORT-2026-0803,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mbala,Lukusa,Anita,2008-01-21,F,MAL-IMPORT-2026-0804,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kanku,Kabongo,Cedrick,2009-02-22,M,MAL-IMPORT-2026-0805,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Nkongolo,Mbuyi,Judith,2010-03-23,F,MAL-IMPORT-2026-0806,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Tshomba,Kalala,Albert,2011-04-24,M,MAL-IMPORT-2026-0807,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mukendi,Nkongolo,Aline,2012-05-25,F,MAL-IMPORT-2026-0808,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kabasele,Kakudji,Blaise,2013-06-26,M,MAL-IMPORT-2026-0809,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Nkongolo,Kalala,Anita,2014-07-27,F,MAL-IMPORT-2026-0810,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mwamba,Banza,Gloire,2015-08-28,M,MAL-IMPORT-2026-0811,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kambale,Kanku,Anita,2016-09-01,F,MAL-IMPORT-2026-0812,"5e primaire B",,"Import test dossier eleve MALUNGA"
Tshomba,Kitenge,Emmanuel,2017-10-02,M,MAL-IMPORT-2026-0813,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kazadi,Ndaya,Christelle,2018-11-03,F,MAL-IMPORT-2026-0814,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kabila,Kabasele,Cedrick,2019-12-04,M,MAL-IMPORT-2026-0815,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Tshomba,Mbayo,Noella,2008-01-05,F,MAL-IMPORT-2026-0816,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Banza,Kabongo,Joel,2009-02-06,M,MAL-IMPORT-2026-0817,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kakudji,Mwamba,Joelle,2010-03-07,F,MAL-IMPORT-2026-0818,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kabila,Ndaya,Emmanuel,2011-04-08,M,MAL-IMPORT-2026-0819,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mbayo,Lukusa,Anita,2012-05-09,F,MAL-IMPORT-2026-0820,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kalonji,Kanku,Michel,2013-06-10,M,MAL-IMPORT-2026-0821,"5e primaire B",,"Import test dossier eleve MALUNGA"
Luboya,Mukendi,Gloria,2014-07-11,F,MAL-IMPORT-2026-0822,"3e primaire A",,"Import test dossier eleve MALUNGA"
Luboya,Kazadi,Samuel,2015-08-12,M,MAL-IMPORT-2026-0823,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Tshomba,Mwamba,Claudia,2016-09-13,F,MAL-IMPORT-2026-0824,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Lukusa,Mbuyi,Junior,2017-10-14,M,MAL-IMPORT-2026-0825,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mujinga,Kakudji,Christelle,2018-11-15,F,MAL-IMPORT-2026-0826,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mujinga,Nkongolo,Moise,2019-12-16,M,MAL-IMPORT-2026-0827,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Luboya,Mbuyi,Francine,2008-01-17,F,MAL-IMPORT-2026-0828,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kabongo,Lwamba,Fabrice,2009-02-18,M,MAL-IMPORT-2026-0829,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mukendi,Ilunga,Judith,2010-03-19,F,MAL-IMPORT-2026-0830,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mbala,Kanku,Emmanuel,2011-04-20,M,MAL-IMPORT-2026-0831,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kalala,Nkongolo,Merveille,2012-05-21,F,MAL-IMPORT-2026-0832,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mujinga,Nkongolo,Paul,2013-06-22,M,MAL-IMPORT-2026-0833,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Mputu,Banza,Rebecca,2014-07-23,F,MAL-IMPORT-2026-0834,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mputu,Mukendi,Michel,2015-08-24,M,MAL-IMPORT-2026-0835,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Tshomba,Lukusa,Gloria,2016-09-25,F,MAL-IMPORT-2026-0836,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mwamba,Kalala,Arnaud,2017-10-26,M,MAL-IMPORT-2026-0837,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mbala,Mbayo,Naomie,2018-11-27,F,MAL-IMPORT-2026-0838,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kalonji,Ilunga,Patrick,2019-12-28,M,MAL-IMPORT-2026-0839,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kazadi,Ndaya,Chantal,2008-01-01,F,MAL-IMPORT-2026-0840,"3e primaire A",,"Import test dossier eleve MALUNGA"
Ilunga,Kalala,Joseph,2009-02-02,M,MAL-IMPORT-2026-0841,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Ndaya,Kakudji,Judith,2010-03-03,F,MAL-IMPORT-2026-0842,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Mbala,Kabongo,Samuel,2011-04-04,M,MAL-IMPORT-2026-0843,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kabasele,Mukendi,Ruth,2012-05-05,F,MAL-IMPORT-2026-0844,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kasongo,Ilunga,Eric,2013-06-06,M,MAL-IMPORT-2026-0845,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kitenge,Banza,Joelle,2014-07-07,F,MAL-IMPORT-2026-0846,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Banza,Mwamba,Emmanuel,2015-08-08,M,MAL-IMPORT-2026-0847,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mbala,Banza,Ruth,2016-09-09,F,MAL-IMPORT-2026-0848,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mbala,Kanku,Patrick,2017-10-10,M,MAL-IMPORT-2026-0849,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mushagalusa,Mukendi,Naomie,2018-11-11,F,MAL-IMPORT-2026-0850,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Lwamba,Kakudji,Joel,2019-12-12,M,MAL-IMPORT-2026-0851,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Mutombo,Lukusa,Esther,2008-01-13,F,MAL-IMPORT-2026-0852,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kakudji,Kalala,Albert,2009-02-14,M,MAL-IMPORT-2026-0853,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mujinga,Kalonji,Christelle,2010-03-15,F,MAL-IMPORT-2026-0854,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mulumba,Kabasele,Jean,2011-04-16,M,MAL-IMPORT-2026-0855,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mulumba,Kitenge,Rebecca,2012-05-17,F,MAL-IMPORT-2026-0856,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kalala,Mwamba,Joel,2013-06-18,M,MAL-IMPORT-2026-0857,"5e primaire B",,"Import test dossier eleve MALUNGA"
Banza,Kabasele,Francine,2014-07-19,F,MAL-IMPORT-2026-0858,"3e primaire A",,"Import test dossier eleve MALUNGA"
Lukusa,Kakudji,Michel,2015-08-20,M,MAL-IMPORT-2026-0859,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mujinga,Kabongo,Joelle,2016-09-21,F,MAL-IMPORT-2026-0860,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Tshomba,Mukendi,Blaise,2017-10-22,M,MAL-IMPORT-2026-0861,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Nkongolo,Kitenge,Esther,2018-11-23,F,MAL-IMPORT-2026-0862,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Tshomba,Mujinga,Junior,2019-12-24,M,MAL-IMPORT-2026-0863,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kakudji,Kabongo,Anita,2008-01-25,F,MAL-IMPORT-2026-0864,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Tshibangu,Mbuyi,Samuel,2009-02-26,M,MAL-IMPORT-2026-0865,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kambale,Ndaya,Gloria,2010-03-27,F,MAL-IMPORT-2026-0866,"5e primaire B",,"Import test dossier eleve MALUNGA"
Ndaya,Kazadi,Michel,2011-04-28,M,MAL-IMPORT-2026-0867,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mbala,Lukusa,Cynthia,2012-05-01,F,MAL-IMPORT-2026-0868,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kasongo,Kabasele,Prince,2013-06-02,M,MAL-IMPORT-2026-0869,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Tshomba,Mukendi,Rebecca,2014-07-03,F,MAL-IMPORT-2026-0870,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kalala,Ilunga,David,2015-08-04,M,MAL-IMPORT-2026-0871,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Lukusa,Kabongo,Joelle,2016-09-05,F,MAL-IMPORT-2026-0872,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kabongo,Mukendi,Paul,2017-10-06,M,MAL-IMPORT-2026-0873,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mwamba,Kalala,Cynthia,2018-11-07,F,MAL-IMPORT-2026-0874,"5e primaire A",,"Import test dossier eleve MALUNGA"
Lwamba,Mbuyi,Junior,2019-12-08,M,MAL-IMPORT-2026-0875,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kabasele,Banza,Benedicte,2008-01-09,F,MAL-IMPORT-2026-0876,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mwamba,Mbayo,Fabrice,2009-02-10,M,MAL-IMPORT-2026-0877,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mulumba,Kabasele,Prisca,2010-03-11,F,MAL-IMPORT-2026-0878,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kasongo,Nkongolo,Christian,2011-04-12,M,MAL-IMPORT-2026-0879,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kazadi,Mwamba,Ruth,2012-05-13,F,MAL-IMPORT-2026-0880,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kasongo,Kanku,Samuel,2013-06-14,M,MAL-IMPORT-2026-0881,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kabila,Mbuyi,Gloria,2014-07-15,F,MAL-IMPORT-2026-0882,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Tshomba,Kabasele,Joseph,2015-08-16,M,MAL-IMPORT-2026-0883,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kambale,Lukusa,Cynthia,2016-09-17,F,MAL-IMPORT-2026-0884,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kabongo,Nkongolo,Fabrice,2017-10-18,M,MAL-IMPORT-2026-0885,"3e primaire A",,"Import test dossier eleve MALUNGA"
Tshomba,Kanku,Cynthia,2018-11-19,F,MAL-IMPORT-2026-0886,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Tshibangu,Mwamba,Emmanuel,2019-12-20,M,MAL-IMPORT-2026-0887,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Lukusa,Nkongolo,Prisca,2008-01-21,F,MAL-IMPORT-2026-0888,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kabongo,Nkongolo,Prince,2009-02-22,M,MAL-IMPORT-2026-0889,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Lukusa,Kazadi,Deborah,2010-03-23,F,MAL-IMPORT-2026-0890,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Lwamba,Kazadi,Samuel,2011-04-24,M,MAL-IMPORT-2026-0891,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kitenge,Ndaya,Clarisse,2012-05-25,F,MAL-IMPORT-2026-0892,"5e primaire A",,"Import test dossier eleve MALUNGA"
Lukusa,Kazadi,Jean,2013-06-26,M,MAL-IMPORT-2026-0893,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kanku,Kabongo,Patricia,2014-07-27,F,MAL-IMPORT-2026-0894,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kambale,Kitenge,Fabrice,2015-08-28,M,MAL-IMPORT-2026-0895,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kabila,Mukendi,Joelle,2016-09-01,F,MAL-IMPORT-2026-0896,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kitenge,Kalala,Joel,2017-10-02,M,MAL-IMPORT-2026-0897,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mbuyi,Lwamba,Ruth,2018-11-03,F,MAL-IMPORT-2026-0898,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Lwamba,Kabasele,Jacques,2019-12-04,M,MAL-IMPORT-2026-0899,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kanku,Kalala,Sarah,2008-01-05,F,MAL-IMPORT-2026-0900,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mukendi,Kitenge,Joel,2009-02-06,M,MAL-IMPORT-2026-0901,"5e primaire A",,"Import test dossier eleve MALUNGA"
Tshibangu,Mputu,Benedicte,2010-03-07,F,MAL-IMPORT-2026-0902,"5e primaire B",,"Import test dossier eleve MALUNGA"
Lwamba,Kanku,Fabrice,2011-04-08,M,MAL-IMPORT-2026-0903,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kabasele,Mujinga,Prisca,2012-05-09,F,MAL-IMPORT-2026-0904,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mutombo,Kabasele,Jonathan,2013-06-10,M,MAL-IMPORT-2026-0905,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Mujinga,Kalonji,Chantal,2014-07-11,F,MAL-IMPORT-2026-0906,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Banza,Kitenge,Daniel,2015-08-12,M,MAL-IMPORT-2026-0907,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Banza,Mbayo,Christelle,2016-09-13,F,MAL-IMPORT-2026-0908,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mbuyi,Kanku,Junior,2017-10-14,M,MAL-IMPORT-2026-0909,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mbala,Nkongolo,Gloria,2018-11-15,F,MAL-IMPORT-2026-0910,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kabongo,Kalonji,Fabrice,2019-12-16,M,MAL-IMPORT-2026-0911,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kabasele,Lwamba,Patricia,2008-01-17,F,MAL-IMPORT-2026-0912,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kanku,Kalala,Paul,2009-02-18,M,MAL-IMPORT-2026-0913,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Mukendi,Kanku,Divine,2010-03-19,F,MAL-IMPORT-2026-0914,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kabasele,Mukendi,Samuel,2011-04-20,M,MAL-IMPORT-2026-0915,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Banza,Kazadi,Chantal,2012-05-21,F,MAL-IMPORT-2026-0916,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mbuyi,Ndaya,Albert,2013-06-22,M,MAL-IMPORT-2026-0917,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Tshomba,Lwamba,Deborah,2014-07-23,F,MAL-IMPORT-2026-0918,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kabila,Kabongo,Arnaud,2015-08-24,M,MAL-IMPORT-2026-0919,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mbayo,Kabongo,Grace,2016-09-25,F,MAL-IMPORT-2026-0920,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kazadi,Kabongo,David,2017-10-26,M,MAL-IMPORT-2026-0921,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kalonji,Kabongo,Sarah,2018-11-27,F,MAL-IMPORT-2026-0922,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kalala,Kalonji,Jonathan,2019-12-28,M,MAL-IMPORT-2026-0923,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Mbayo,Lukusa,Merveille,2008-01-01,F,MAL-IMPORT-2026-0924,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kitenge,Mputu,Moise,2009-02-02,M,MAL-IMPORT-2026-0925,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Banza,Kabongo,Francine,2010-03-03,F,MAL-IMPORT-2026-0926,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mujinga,Kanku,Eric,2011-04-04,M,MAL-IMPORT-2026-0927,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kabila,Kitenge,Anita,2012-05-05,F,MAL-IMPORT-2026-0928,"5e primaire A",,"Import test dossier eleve MALUNGA"
Lukusa,Mujinga,Emmanuel,2013-06-06,M,MAL-IMPORT-2026-0929,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kambale,Mujinga,Grace,2014-07-07,F,MAL-IMPORT-2026-0930,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kalonji,Kakudji,Prince,2015-08-08,M,MAL-IMPORT-2026-0931,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Tshibangu,Kabongo,Noella,2016-09-09,F,MAL-IMPORT-2026-0932,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Mputu,Nkongolo,Jonathan,2017-10-10,M,MAL-IMPORT-2026-0933,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mputu,Kitenge,Gloria,2018-11-11,F,MAL-IMPORT-2026-0934,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mulumba,Kalala,Eric,2019-12-12,M,MAL-IMPORT-2026-0935,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mujinga,Kalala,Cynthia,2008-01-13,F,MAL-IMPORT-2026-0936,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mushagalusa,Mujinga,Prince,2009-02-14,M,MAL-IMPORT-2026-0937,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mukendi,Kabongo,Noella,2010-03-15,F,MAL-IMPORT-2026-0938,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mutombo,Kalala,Emmanuel,2011-04-16,M,MAL-IMPORT-2026-0939,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kabongo,Nkongolo,Cynthia,2012-05-17,F,MAL-IMPORT-2026-0940,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Lwamba,Nkongolo,Kevin,2013-06-18,M,MAL-IMPORT-2026-0941,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kalala,Kanku,Judith,2014-07-19,F,MAL-IMPORT-2026-0942,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Mutombo,Mujinga,Daniel,2015-08-20,M,MAL-IMPORT-2026-0943,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Luboya,Nkongolo,Esther,2016-09-21,F,MAL-IMPORT-2026-0944,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Luboya,Kalala,Patrick,2017-10-22,M,MAL-IMPORT-2026-0945,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kalonji,Mukendi,Merveille,2018-11-23,F,MAL-IMPORT-2026-0946,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kasongo,Mwamba,Arnaud,2019-12-24,M,MAL-IMPORT-2026-0947,"5e primaire B",,"Import test dossier eleve MALUNGA"
Mukendi,Mujinga,Clarisse,2008-01-25,F,MAL-IMPORT-2026-0948,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mputu,Mbuyi,Jean,2009-02-26,M,MAL-IMPORT-2026-0949,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kanku,Ilunga,Benedicte,2010-03-27,F,MAL-IMPORT-2026-0950,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Luboya,Kanku,Joseph,2011-04-28,M,MAL-IMPORT-2026-0951,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Lukusa,Kazadi,Francine,2012-05-01,F,MAL-IMPORT-2026-0952,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kabongo,Mputu,Michel,2013-06-02,M,MAL-IMPORT-2026-0953,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Luboya,Kazadi,Deborah,2014-07-03,F,MAL-IMPORT-2026-0954,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Tshibangu,Mputu,Paul,2015-08-04,M,MAL-IMPORT-2026-0955,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kalala,Kabongo,Judith,2016-09-05,F,MAL-IMPORT-2026-0956,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kambale,Kanku,Jacques,2017-10-06,M,MAL-IMPORT-2026-0957,"3e primaire A",,"Import test dossier eleve MALUNGA"
Kasongo,Kalala,Prisca,2018-11-07,F,MAL-IMPORT-2026-0958,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Lukusa,Nkongolo,Joel,2019-12-08,M,MAL-IMPORT-2026-0959,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kakudji,Mbuyi,Marie,2008-01-09,F,MAL-IMPORT-2026-0960,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kambale,Kalala,Gloire,2009-02-10,M,MAL-IMPORT-2026-0961,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Nkongolo,Lukusa,Cynthia,2010-03-11,F,MAL-IMPORT-2026-0962,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Ndaya,Mujinga,Jacques,2011-04-12,M,MAL-IMPORT-2026-0963,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Mujinga,Banza,Ruth,2012-05-13,F,MAL-IMPORT-2026-0964,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kanku,Kitenge,Gloire,2013-06-14,M,MAL-IMPORT-2026-0965,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kambale,Lwamba,Judith,2014-07-15,F,MAL-IMPORT-2026-0966,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mbayo,Nkongolo,Paul,2015-08-16,M,MAL-IMPORT-2026-0967,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kalonji,Ilunga,Gloria,2016-09-17,F,MAL-IMPORT-2026-0968,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Mwamba,Mukendi,Arnaud,2017-10-18,M,MAL-IMPORT-2026-0969,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Ilunga,Mwamba,Clarisse,2018-11-19,F,MAL-IMPORT-2026-0970,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Mushagalusa,Kalonji,Jacques,2019-12-20,M,MAL-IMPORT-2026-0971,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Kabongo,Ilunga,Grace,2008-01-21,F,MAL-IMPORT-2026-0972,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Kabongo,Mujinga,Blaise,2009-02-22,M,MAL-IMPORT-2026-0973,"5e primaire A",,"Import test dossier eleve MALUNGA"
Mushagalusa,Ndaya,Naomie,2010-03-23,F,MAL-IMPORT-2026-0974,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kabila,Kazadi,Daniel,2011-04-24,M,MAL-IMPORT-2026-0975,"3e primaire A",,"Import test dossier eleve MALUNGA"
Mujinga,Kalala,Christelle,2012-05-25,F,MAL-IMPORT-2026-0976,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
Kabongo,Ndaya,Arnaud,2013-06-26,M,MAL-IMPORT-2026-0977,"1ère secondaire MECANIQUE A",,"Import test dossier eleve MALUNGA"
Kabila,Kabongo,Aline,2014-07-27,F,MAL-IMPORT-2026-0978,"1ère maternelle A",,"Import test dossier eleve MALUNGA"
Kabongo,Mwamba,Junior,2015-08-28,M,MAL-IMPORT-2026-0979,"2e maternelle A",,"Import test dossier eleve MALUNGA"
Kanku,Kazadi,Naomie,2016-09-01,F,MAL-IMPORT-2026-0980,"3e maternelle A",,"Import test dossier eleve MALUNGA"
Mukendi,Mputu,Jonathan,2017-10-02,M,MAL-IMPORT-2026-0981,"1ère maternelle B",,"Import test dossier eleve MALUNGA"
Banza,Kalonji,Claudia,2018-11-03,F,MAL-IMPORT-2026-0982,"5e primaire A",,"Import test dossier eleve MALUNGA"
Kabila,Banza,Jonathan,2019-12-04,M,MAL-IMPORT-2026-0983,"5e primaire B",,"Import test dossier eleve MALUNGA"
Kazadi,Kabongo,Patricia,2008-01-05,F,MAL-IMPORT-2026-0984,"3e primaire A",,"Import test dossier eleve MALUNGA"
Tshomba,Kabasele,Paul,2009-02-06,M,MAL-IMPORT-2026-0985,"1ère secondaire HP A",,"Import test dossier eleve MALUNGA"
